Unnamed: 0, , .1, .2, .3, .4, .5, .6, .7
Asia-Pacific, , Industry Inventory as % of Industry Demand, , , , 0.025, , 
  Warehouse, , Pairs Cleared as % of Industry Inventory, , , , 0, , 
, , Pairs Cleared as % of Pairs Demanded, , , , 0, , 
, , Wholesale Price to S/Q Rating Ratio, , , , 12, , 
, , , , , , , , 
, , Clearance Points, , , , 313, , 
, , Margin Reduction %, , , , 0.85, , 
, , , , , , , , 
, , Intended Price, , , , 48, , 
, , Intended Margin Over Direct Costs, , , , 48, , 
, , , , , , , , 
, , Per Pair Cleared ------------, , Price, , 0, , 
, , , , Cost of Pairs, , 0, , 
, , , , Storage, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , , ,   Margin Over Direct, , 0, , 
, , , , , , , , 
, , Total $ (000s) ---------------, , Revenues, , 0, , 
, , , , Exchange Rate Adj, , 0, , 
, , , ,   Net Revenues, , 0, , 
, , , , Cost of Pairs, , 0, , 
, , , , Storage, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , , ,   Margin Over Direct, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Warehouse, Ending Inventory from ------------------, , , Pairs, 45, , 
AND, Operations,   Prior Year, , , S/Q Rating, 3.7, , 
WAREHOUSE, , , , , Models, 200, , 
Latin America, , , , ,   Cost, 1492, , 
  Warehouse, , , , , , , , 
, , Inventory Cleared at Beg of Yr ----, , , Pairs, 0, , 
, , , , ,   Cost, 0, , 
, , , , , , , , 
, , Beginning Inventory for Crnt Yr ----, , , Pairs, 45, , 
, , , , ,   Cost, 1492, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 2200, , 
, ,   N.A. Facility, , , S/Q Rating, 5.2, , 
, , , , , Models, 200, , 
, , , , , Prod Cost, 60035, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 4400, , 
, , , , , Tariffs, 22000, , 
, , , , ,   Tot Cost, 86435, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   E-A Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   A-P Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   L.A Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Available for Sale  -------------------------, , , Pairs, 2245, , 
, , , , , S/Q Rating, 5.2, , 
, , , , , Models, 200, , 
, , , , ,   Cost, 87927, , 
, , , , , , , , 
, , Pairs Demanded -------------------------, , , Internet, 303, , 
, , , , , Wholesale, 1400, , 
, , , , , Total, 1703, , 
, , , , , , , , 
, , , Market Share -------------, , Internet, 0.2414, , 
, , , , , Wholesale, 0.2076, , 
, , , , , Total, 0.214, , 
, , , , , , , , 
, , Pairs Sold ----------------------------------, , , Internet, 303, , 
, , , , ,   Cost, 11867, , 
, , , , , Wholesale, 1891, , 
, , , , ,   Cost, 74062, , 
, , , , , Total, 2194, , 
, , , , ,   Cost, 85929, , 
, , , , , , , , 
, , , Market Share -------------, , Internet, 0.2414, , 
, , , , , Wholesale, 0.2804, , 
, , , , , Total, 0.275, , 
, , , , , , , , 
, , Inventory -------------------------, , Required Inventory, , 51, , 
, ,   (pairs), , Inv Surplus/Shortfall, , 0, , 
, , , , , , , , 
, , Ending Inventory ------------------------, , , Pairs, 51, , 
, , , , , S/Q Rating, 5.2, , 
, , , , , Models, 200, , 
, , , , , Cost, 1997, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Cost of, Cost of Beginning Inventory, , , , 1492, , 
AND,   Branded,   + Production Cost of Incoming Pairs, , , , 60035, , 
WAREHOUSE,   Pairs Sold,   ± Exchange Rate Cost Adjustments, , , , 0, , 
Latin America, ,   + Freight on Incoming Pairs, , , , 4400, , 
  Warehouse, ,   + Import Tariffs on Incoming Pairs, , , , 22000, , 
, , – Cost of Ending Year 10 Inventory, , , , 1997, , 
, , , , , , , , 
, , , Cost of Branded Pairs Sold, , , 85930, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Warehouse, Inventory Storage Cost, , , , 23, , 
,   Expenses, Packaging / Shipping ------------------, , , Internet, 3833, , 
, , , , , Wholesale, 6957, , 
, , Lease and Maintenance Costs, , , , 1000, , 
, , , , , , , , 
, , , Total Warehouse Expenses, , , 11813, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Inventory, Industry Total Inventory (pairs), , , , 225, , 
AND,   Clearance, Wholesale Price (company), , , , 60.74, , 
WAREHOUSE, , , , , , , , 
Latin America, , Industry Inventory as % of Industry Demand, , , , 0.025, , 
  Warehouse, , Pairs Cleared as % of Industry Inventory, , , , 0, , 
, , Pairs Cleared as % of Pairs Demanded, , , , 0, , 
, , Wholesale Price to S/Q Rating Ratio, , , , 13.3, , 
, , , , , , , , 
, , Clearance Points, , , , 299, , 
, , Margin Reduction %, , , , 0.85, , 
, , , , , , , , 
, , Intended Price, , , , 53, , 
, , Intended Margin Over Direct Costs, , , , 53, , 
, , , , , , , , 
, , Per Pair Cleared ------------, , Price, , 0, , 
, , , , Cost of Pairs, , 0, , 
, , , , Storage, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , , ,   Margin Over Direct, , 0, , 
, , , , , , , , 
, , Total $ (000s) ---------------, , Revenues, , 0, , 
, , , , Exchange Rate Adj, , 0, , 
, , , ,   Net Revenues, , 0, , 
, , , , Cost of Pairs, , 0, , 
, , , , Storage, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , , ,   Margin Over Direct, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Warehouse, Ending Inventory from Year 9, , , , 221, , 
AND, Operations,   Inventory Clearance, , , , 0, , 
WAREHOUSE,   (pairs), Beginning Year 10 Inventory, , , , 221, , 
Overall, , , , , , , , 
, , Incoming Shipments from --------------, , , N.A., 5598, , 
, , , , , E-A, 0, , 
, , , , , A-P, 4123, , 
, , , , , L.A., 0, , 
, , , , , , , , 
, , Pairs Available for Sale, , , , 9942, , 
, , , , , , , , 
, , Pairs Sold ------------------------------------, , , Internet, 1203, , 
, , , , , Wholesale, 7740, , 
, , , , ,   Total, 8943, , 
, , , , , , , , 
, , Required Inventory, , , , 278, , 
, , Inventory Surplus (Shortfall), , , , 721, , 
, , , , , , , , 
, , Ending Year 10 Inventory, , , , 999, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Cost of, Cost of Beginning Inventory, , , , 6121, , 
AND,   Branded,   + Production Cost of Incoming Pairs, , , , 251866, , 
WAREHOUSE,   Pairs Sold,   ± Exchange Rate Cost Adjustments, , , , 0, , 
Overall, ,   + Freight on Incoming Pairs, , , , 13982, , 
, ,   + Import Tariffs on Incoming Pairs, , , , 34366, , 
, , – Cost of Ending Year 10 Inventory, , , , 29031, , 
, , , , , , , , 
, , , Cost of Branded Pairs Sold, , , 277304, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Warehouse, Inventory Storage Cost, , , , 112, , 
,   Expenses, Packaging / Shipping ------------------, , , Internet, 15218, , 
, , , , , Wholesale, 28381, , 
, , Lease and Maintenance Costs, , , , 4000, , 
, , , , , , , , 
, , , Total Warehouse Expenses, , , 47711, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Inventory, Total $ (000s) ---------------, , Revenues, , 0, , 
,   Clearance, , , Exchange Rate Adj, , 0, , 
, , , ,   Net Revenues, , 0, , 
, , , , Cost of Pairs, , 0, , 
, , , , Storage, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , , ,   Margin Over Direct, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
CELEBRITY, Contracts Held, , Contract Amount ---------, , Celeb 1, 0, , 
ENDORSEMENTS,   by Company, ,   ($000s), , Celeb 2, 0, , 
, , , , , Celeb 3, 0, , 
, , , , , Celeb 4, 0, , 
, , , , , Celeb 5, 0, , 
, , , , , Celeb 6, 0, , 
, , , , , Celeb 7, 0, , 
, , , , , Celeb 8, 0, , 
, , , , , Celeb 9, 0, , 
, , , , , Celeb 10, 0, , 
, , , , , Celeb 11, 0, , 
, , , , , Celeb 12, 0, , 
, , , , , Celeb 13, 0, , 
, , , , , Celeb 14, 0, , 
, , , , , Celeb 15, 0, , 
, , , , , Celeb 16, 0, , 
, , , , Total Contracts, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, North America, , Appeal Index -------------, , Celeb 1, 0, , 
, , , , , Celeb 2, 0, , 
, , , , , Celeb 3, 0, , 
, , , , , Celeb 4, 0, , 
, , , , , Celeb 5, 0, , 
, , , , , Celeb 6, 0, , 
, , , , , Celeb 7, 0, , 
, , , , , Celeb 8, 0, , 
, , , , , Celeb 9, 0, , 
, , , , , Celeb 10, 0, , 
, , , , , Celeb 11, 0, , 
, , , , , Celeb 12, 0, , 
, , , , , Celeb 13, 0, , 
, , , , , Celeb 14, 0, , 
, , , , , Celeb 15, 0, , 
, , , , , Celeb 16, 0, , 
, , , , Appeal Total, , 0, , 
, , , , , , , , 
, Europe-Africa, , Appeal Index -------------, , Celeb 1, 0, , 
, , , , , Celeb 2, 0, , 
, , , , , Celeb 3, 0, , 
, , , , , Celeb 4, 0, , 
, , , , , Celeb 5, 0, , 
, , , , , Celeb 6, 0, , 
, , , , , Celeb 7, 0, , 
, , , , , Celeb 8, 0, , 
, , , , , Celeb 9, 0, , 
, , , , , Celeb 10, 0, , 
, , , , , Celeb 11, 0, , 
, , , , , Celeb 12, 0, , 
, , , , , Celeb 13, 0, , 
, , , , , Celeb 14, 0, , 
, , , , , Celeb 15, 0, , 
, , , , , Celeb 16, 0, , 
, , , , Appeal Total, , 0, , 
, , , , , , , , 
, Asia-Pacific, , Appeal Index -------------, , Celeb 1, 0, , 
, , , , , Celeb 2, 0, , 
, , , , , Celeb 3, 0, , 
, , , , , Celeb 4, 0, , 
, , , , , Celeb 5, 0, , 
, , , , , Celeb 6, 0, , 
, , , , , Celeb 7, 0, , 
, , , , , Celeb 8, 0, , 
, , , , , Celeb 9, 0, , 
, , , , , Celeb 10, 0, , 
, , , , , Celeb 11, 0, , 
, , , , , Celeb 12, 0, , 
, , , , , Celeb 13, 0, , 
, , , , , Celeb 14, 0, , 
, , , , , Celeb 15, 0, , 
, , , , , Celeb 16, 0, , 
, , , , Appeal Total, , 0, , 
, , , , , , , , 
, Latin America, , Appeal Index -------------, , Celeb 1, 0, , 
, , , , , Celeb 2, 0, , 
, , , , , Celeb 3, 0, , 
, , , , , Celeb 4, 0, , 
, , , , , Celeb 5, 0, , 
, , , , , Celeb 6, 0, , 
, , , , , Celeb 7, 0, , 
, , , , , Celeb 8, 0, , 
, , , , , Celeb 9, 0, , 
, , , , , Celeb 10, 0, , 
, , , , , Celeb 11, 0, , 
, , , , , Celeb 12, 0, , 
, , , , , Celeb 13, 0, , 
, , , , , Celeb 14, 0, , 
, , , , , Celeb 15, 0, , 
, , , , , Celeb 16, 0, , 
, , , , Appeal Total, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
RETAIL, North America, , , Previous Year, , 1000, , 
OUTLETS, , , , Current Year, , 3335, , 
AVAILABLE, , , , , , , , 
, Europe-Africa, , , Previous Year, , 1000, , 
, , , , Current Year, , 851, , 
, , , , , , , , 
, Asia-Pacific, , , Previous Year, , 700, , 
, , , , Current Year, , 1638, , 
, , , , , , , , 
, Latin America, , , Previous Year, , 700, , 
, , , , Current Year, , 1397, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
INTERNET, Allocations, Global iNet Sales % Global Branded Sales, , , , 0.1345, , 
MARKETING, , , , , , , , 
EXPENSES, , iNet Sales as % of -----------------------, , , N.A., 0.146, , 
, ,   Regional Branded, , , E-A, 0.0993, , 
, ,   Sales, , , A-P, 0.1456, , 
, , , , , L.A., 0.1381, , 
, , , , , , , , 
, , , , , , , , 
, , iNet Sales as % of ---------------------, , , N.A., 0.3766, , 
, ,   Global iNet Sales, , , E-A, 0.1496, , 
, , , , , A-P, 0.2219, , 
, , , , , L.A., 0.2519, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, North America, , Search Engine Advertising, , , 7500, , 
, , , Website Maintenance, , , 1150, , 
, , , Brand Advertising, , , 2190, , 
, , , Celebrity Appeal, , , 0, , 
, , ,   Total Marketing Expenses, , , 10840, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Europe-Africa, , Search Engine Advertising, , , 4000, , 
, , , Website Maintenance, , , 956, , 
, , , Brand Advertising, , , 993, , 
, , , Celebrity Appeal, , , 0, , 
, , ,   Total Marketing Expenses, , , 5949, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Asia-Pacific, , Search Engine Advertising, , , 6000, , 
, , , Website Maintenance, , , 954, , 
, , , Brand Advertising, , , 1747, , 
, , , Celebrity Appeal, , , 0, , 
, , ,   Total Marketing Expenses, , , 8701, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Latin America, , Search Engine Advertising, , , 6000, , 
, , , Website Maintenance, , , 1150, , 
, , , Brand Advertising, , , 1381, , 
, , , Celebrity Appeal, , , 0, , 
, , ,   Total Marketing Expenses, , , 8531, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Overall, , Search Engine Advertising, , , 23500, , 
, , , Website Maintenance, , , 4210, , 
, , , Brand Advertising, , , 6311, , 
, , , Celebrity Appeal, , , 0, , 
, , ,   Total Marketing Expenses, , , 34021, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
WHOLESALE, Allocations, Regional Wholesale -------------------, , , N.A., 0.3422, , 
MARKETING, ,   Sales as % of Total, , , E-A, 0.211, , 
EXPENSES, ,   Wholesale Sales, , , A-P, 0.2025, , 
, , , , , L.A., 0.2443, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, North America, , Brand Advertising, , , 12810, , 
, , , Rebate Redemption, , , 5563, , 
, , , On-Time Delivery, , , 3974, , 
, , , Retailer Support, , , 6000, , 
, , , Celibrity Endorsements, , , 0, , 
, , ,   Total Marketing Expenses, , , 28347, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Europe-Africa, , Brand Advertising, , , 9007, , 
, , , Rebate Redemption, , , 1306, , 
, , , On-Time Delivery, , , 1225, , 
, , , Retailer Support, , , 4000, , 
, , , Celibrity Endorsements, , , 0, , 
, , ,   Total Marketing Expenses, , , 15538, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Asia-Pacific, , Brand Advertising, , , 10253, , 
, , , Rebate Redemption, , , 1959, , 
, , , On-Time Delivery, , , 2351, , 
, , , Retailer Support, , , 2800, , 
, , , Celibrity Endorsements, , , 0, , 
, , ,   Total Marketing Expenses, , , 17363, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Latin America, , Brand Advertising, , , 8619, , 
, , , Rebate Redemption, , , 2364, , 
, , , On-Time Delivery, , , 1418, , 
, , , Retailer Support, , , 2275, , 
, , , Celibrity Endorsements, , , 0, , 
, , ,   Total Marketing Expenses, , , 14676, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Overall, , Brand Advertising, , , 40689, , 
, , , Rebate Redemption, , , 11192, , 
, , , On-Time Delivery, , , 8968, , 
, , , Retailer Support, , , 15075, , 
, , , Celibrity Endorsements, , , 0, , 
, , ,   Total Marketing Expenses, , , 75924, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
ADMINISTRATIVE, Allocations, Regional Branded -------------------, , , N.A., 0.3469, , 
EXPENSES, ,   Sales as % of Total, , , E-A, 0.2027, , 
, ,   Branded Sales, , , A-P, 0.2051, , 
, , , , , L.A., 0.2453, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, North America, Executive Salaries, , , , 1787, , 
, , Other Corporate Overhead, , , , 3816, , 
, , CSRC -------, Ethics Training / Enforcement, , , 139, , 
, , , Cafeteria / On-Site Child Care, , , 0, , 
, , , Ventilation / Lighting / Safety, , , 0, , 
, , , Supplier Code of Conduct, , , 0, , 
, , Fixed Costs of Idled Production Facility, , , , 0, , 
, ,   Total Administrative Expenses, , , , 5742, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Europe-Africa, Executive Salaries, , , , 1044, , 
, , Other Corporate Overhead, , , , 2230, , 
, , CSRC -------, Ethics Training / Enforcement, , , 81, , 
, , , Cafeteria / On-Site Child Care, , , 0, , 
, , , Ventilation / Lighting / Safety, , , 0, , 
, , , Supplier Code of Conduct, , , 0, , 
, , Fixed Costs of Idled Production Facility, , , , 0, , 
, ,   Total Administrative Expenses, , , , 3355, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Asia-Pacific, Executive Salaries, , , , 1056, , 
, , Other Corporate Overhead, , , , 2256, , 
, , CSRC -------, Ethics Training / Enforcement, , , 82, , 
, , , Cafeteria / On-Site Child Care, , , 0, , 
, , , Ventilation / Lighting / Safety, , , 0, , 
, , , Supplier Code of Conduct, , , 0, , 
, , Fixed Costs of Idled Production Facility, , , , 0, , 
, ,   Total Administrative Expenses, , , , 3394, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Latin America, Executive Salaries, , , , 1263, , 
, , Other Corporate Overhead, , , , 2698, , 
, , CSRC -------, Ethics Training / Enforcement, , , 98, , 
, , , Cafeteria / On-Site Child Care, , , 0, , 
, , , Ventilation / Lighting / Safety, , , 0, , 
, , , Supplier Code of Conduct, , , 0, , 
, , Fixed Costs of Idled Production Facility, , , , 0, , 
, ,   Total Administrative Expenses, , , , 4059, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Overall, Executive Salaries, , , , 5150, , 
, , Other Corporate Overhead, , , , 11000, , 
, , CSRC -------, Ethics Training / Enforcement, , , 400, , 
, , , Cafeteria / On-Site Child Care, , , 0, , 
, , , Ventilation / Lighting / Safety, , , 0, , 
, , , Supplier Code of Conduct, , , 0, , 
, , Fixed Costs of  -----------, , N.A., Maint., 0, , 
, ,   Idled Production, , , Deprec., 0, , 
, ,   Facility, , E-A, Maint., 0, , 
, , , , , Deprec., 0, , 
, , , , A-P, Maint., 0, , 
, , , , , Deprec., 0, , 
, , , , L.A., Maint., 0, , 
, , , , , Deprec., 0, , 
, , , , Total, Maint., 0, , 
, , , , , Deprec., 0, , 
, , , Total Fixed Cost of Idle Facility, , , 0, , 
, ,   Total Administrative Expenses, , , , 16550, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRIVATE-LABEL, North America, Offer Accepted (0/1), , , , 0, , 
PAIRS,   Market, , , , , , , 
PRODUCED /, , Pairs Produced in -------, , N.A. Facility, , 0, , 
OFFERED, ,   (before rejects), , E-A Facility, , 0, , 
, , , , A-P Facility, , 0, , 
, , , , L.A. Facility, , 0, , 
, , , , , , , , 
, , Pairs Produced in -------, , N.A. Facility, , 0, , 
, ,   (after rejects), , E-A Facility, , 0, , 
, , , , A-P Facility, , 0, , 
, , , , L.A. Facility, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Europe-Africa, Offer Accepted (0/1), , , , 0, , 
,   Market, , , , , , , 
, , Pairs Produced in -------, , N.A. Facility, , 0, , 
, ,   (before rejects), , E-A Facility, , 0, , 
, , , , A-P Facility, , 0, , 
, , , , L.A. Facility, , 0, , 
, , , , , , , , 
, , Pairs Produced in -------, , N.A. Facility, , 0, , 
, ,   (after rejects), , E-A Facility, , 0, , 
, , , , A-P Facility, , 0, , 
, , , , L.A. Facility, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Asia-Pacific, Offer Accepted (0/1), , , , 1, , 
,   Market, , , , , , , 
, , Pairs Produced in -------, , N.A. Facility, , 0, , 
, ,   (before rejects), , E-A Facility, , 0, , 
, , , , A-P Facility, , 347, , 
, , , , L.A. Facility, , 0, , 
, , , , , , , , 
, , Pairs Produced in -------, , N.A. Facility, , 0, , 
, ,   (after rejects), , E-A Facility, , 0, , 
, , , , A-P Facility, , 318, , 
, , , , L.A. Facility, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Latin America, Offer Accepted (0/1), , , , 0, , 
,   Market, , , , , , , 
, , Pairs Produced in -------, , N.A. Facility, , 0, , 
, ,   (before rejects), , E-A Facility, , 0, , 
, , , , A-P Facility, , 0, , 
, , , , L.A. Facility, , 0, , 
, , , , , , , , 
, , Pairs Produced in -------, , N.A. Facility, , 0, , 
, ,   (after rejects), , E-A Facility, , 0, , 
, , , , A-P Facility, , 0, , 
, , , , L.A. Facility, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Total Pairs Produced ----------, , Pairs ----------, N.A. Facility, , 0, , 
,   at Each Facility, , , E-A Facility, , 0, , 
,     (before rejects), , , A-P Facility, , 347, , 
, , , , L.A. Facility, , 0, , 
, , , , , , , , 
, Global Minimum S/Q Rating, , , , , 4.2, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRIVATE, Shipments in from, , Pairs (000s), , , 0, , 
LABEL,   North America, , , , , , , 
OPERATIONS,   Facility, , Prod Cost $000s), , , 0, , 
North America, , , Exchange Rate Imp, , , 0, , 
  Market, , , Freight Charge, , , 0, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 0, , 
, , , , , , , , 
, , , S/Q Rating, , , 3.2, , 
, , , Models, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 0, , 
,   Eupope Africa, , , , , , , 
,   Facility, , Prod Cost $000s), , , 0, , 
, , , Exchange Rate Imp, , , 0, , 
, , , Freight Charge, , , 0, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 0, , 
, , , , , , , , 
, , , S/Q Rating, , , 0, , 
, , , Models, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 0, , 
,   Asia-Pacific, , , , , , , 
,   Facility, , Prod Cost $000s), , , 0, , 
, , , Exchange Rate Imp, , , 0, , 
, , , Freight Charge, , , 0, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 0, , 
, , , , , , , , 
, , , S/Q Rating, , , 3.1, , 
, , , Models, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 0, , 
,   Latin America, , , , , , , 
,   Facility, , Prod Cost $000s), , , 0, , 
, , , Exchange Rate Imp, , , 0, , 
, , , Freight Charge, , , 0, , 
PRIVATE, , , Import Tariffs, , , 0, , 
LABEL, , ,   Total Cost, , , 0, , 
OPERATIONS, , , , , , , , 
North America, , , S/Q Rating, , , 0, , 
  Market, , , Models, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Available for Sale, , Pairs (000s), , , 0, , 
, , , Total Cost ($000s), , , 0, , 
, , , S/Q Rating, , , 0, , 
, , , Models Available, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Revenues / Costs /, , Gross Revenues, , , 0, , 
,   Profit, , Exchange Rate Adjustment, , , 0, , 
, , ,   Net Revenues, , , 0, , 
, , , , , , , , 
, , , Direct ------------, Production Costs, , 0, , 
, , ,   Costs, Exchange Rate Adj, , 0, , 
, , , , Freight Charges, , 0, , 
, , , , Import Tariffs, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , ,   Margin over Direct Costs, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Contract, Offers to ---------------------, , Offer Price ($/pair), , 32, , 
,   Offer,   Private-Label, , Pairs Offered, , 0, , 
, ,   Buyers, , S/Q Rating, , 0, , 
, , , , Number of Models, , 0, , 
, , , , , , , , 
, , Offer Accepted/Declined (0 1 2 3), , , , 3, , 
, , Pairs Produced/Sold (000s), , , , 0, , 
, , Market Share (%), , , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRIVATE, Shipments in from, , Pairs (000s), , , 0, , 
LABEL,   North America, , , , , , , 
OPERATIONS,   Facility, , Prod Cost $000s), , , 0, , 
Europe-Africa, , , Exchange Rate Imp, , , 0, , 
  Market, , , Freight Charge, , , 0, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 0, , 
, , , , , , , , 
, , , S/Q Rating, , , 3.2, , 
, , , Models, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 0, , 
,   Eupope Africa, , , , , , , 
,   Facility, , Prod Cost $000s), , , 0, , 
, , , Exchange Rate Imp, , , 0, , 
, , , Freight Charge, , , 0, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 0, , 
, , , , , , , , 
, , , S/Q Rating, , , 0, , 
, , , Models, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 0, , 
,   Asia-Pacific, , , , , , , 
,   Facility, , Prod Cost $000s), , , 0, , 
, , , Exchange Rate Imp, , , 0, , 
